BusinessEntityID,TotalPurchaseYTD,DateFirstPurchase,BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwnerFlag,NumberCarsOwned
11414,543.99,2003-12-23 00:00:00.000,1976-11-12 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
11318,-8.99,2003-08-18 00:00:00.000,1977-12-09 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
11376,1116.49,2004-06-28 00:00:00.000,1977-06-22 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
11465,0,2003-08-07 00:00:00.000,1979-10-20 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
11958,1196.48,2004-01-10 00:00:00.000,1974-04-03 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
11960,-5.01,2004-05-21 00:00:00.000,1974-10-06 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
11981,2355.08,2003-10-04 00:00:00.000,1975-07-02 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
12113,1666.0018,2002-02-11 00:00:00.000,1975-05-18 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
12087,294.385,2002-11-16 00:00:00.000,1977-10-24 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
12275,-20.01,2004-01-20 00:00:00.000,1973-07-17 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
12226,1146.49,2004-06-05 00:00:00.000,1975-03-12 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
12937,19.2,2003-10-30 00:00:00.000,1977-10-28 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
13837,-34.99,2003-11-07 00:00:00.000,1977-04-07 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
13768,505,2004-04-22 00:00:00.000,1974-02-06 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
14079,2380.07,2003-09-01 00:00:00.000,1975-03-02 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
14327,-3.99,2004-05-09 00:00:00.000,1975-08-28 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
15014,2435.4025,2003-05-03 00:00:00.000,1976-05-19 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
15041,24.99,2003-09-27 00:00:00.000,1974-08-11 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
15118,35.58,2004-03-14 00:00:00.000,1976-06-27 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
15442,25.99,2004-05-05 00:00:00.000,1976-01-19 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
15287,505,2004-06-06 00:00:00.000,1976-07-02 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
15937,769.4775,2002-08-26 00:00:00.000,1977-06-08 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
16339,2280.9818,2002-11-11 00:00:00.000,1975-08-17 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
16604,31.69,2004-05-14 00:00:00.000,1978-03-12 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
16766,30.99,2004-05-09 00:00:00.000,1977-11-25 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
17398,445.47,2004-02-28 00:00:00.000,1975-06-22 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
17488,-539.99,2004-04-22 00:00:00.000,1977-03-12 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
17443,33.99,2004-05-12 00:00:00.000,1976-10-06 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
16324,620.99,2004-05-04 00:00:00.000,1976-09-13 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
18479,337.5,2003-03-24 00:00:00.000,1975-01-12 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
18635,-31,2003-10-04 00:00:00.000,1977-11-27 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
18774,101.68,2003-12-03 00:00:00.000,1977-05-18 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
18938,1124.49,2004-05-25 00:00:00.000,1977-09-08 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
19355,-21.01,2004-05-31 00:00:00.000,1975-05-11 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
19597,518.98,2003-12-14 00:00:00.000,1977-07-25 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
19578,1210.85,2004-04-22 00:00:00.000,1974-12-20 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
19974,2403.05,2004-03-01 00:00:00.000,1973-12-24 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
20069,-30,2004-06-07 00:00:00.000,1974-04-08 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
20453,-25,2004-01-08 00:00:00.000,1974-02-08 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
20644,-3.99,2003-09-25 00:00:00.000,1975-01-09 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
20710,614.46,2004-05-22 00:00:00.000,1975-10-17 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
20536,-21.49,2004-04-25 00:00:00.000,1974-08-06 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",False,1
2618,-4.99,2003-12-30 00:00:00.000,1975-06-20 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
2630,1085.5,2003-06-17 00:00:00.000,1975-09-22 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
2812,-3374.99,2002-02-03 00:00:00.000,1975-12-18 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
4082,1145.9918,2002-06-18 00:00:00.000,1975-01-10 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
4217,4662.0704,2002-07-13 00:00:00.000,1975-04-23 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
4290,89.47,2003-11-22 00:00:00.000,1978-05-16 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
4421,-2181.565,2002-11-12 00:00:00.000,1975-09-10 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
4360,-9.51,2004-04-13 00:00:00.000,1977-08-18 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
4780,-24.99,2004-06-25 00:00:00.000,1976-05-02 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
4393,-3.99,2003-09-25 00:00:00.000,1975-07-09 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
5115,261.785,2002-12-01 00:00:00.000,1977-09-05 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
5266,24,2004-04-22 00:00:00.000,1974-04-18 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
5280,-20.01,2003-12-14 00:00:00.000,1974-11-02 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
5462,2703.9336,2002-07-31 00:00:00.000,1976-06-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
5490,530.48,2004-02-16 00:00:00.000,1975-12-07 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
6200,31.69,2003-11-30 00:00:00.000,1979-05-16 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
6368,531,2004-04-17 00:00:00.000,1976-04-20 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
6586,2349.08,2003-10-06 00:00:00.000,1973-10-23 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
6851,515.5,2004-05-16 00:00:00.000,1977-01-20 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
6903,-2049.0964,2002-10-25 00:00:00.000,1974-10-07 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
6980,-9.51,2003-09-17 00:00:00.000,1975-11-07 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
7759,2349.08,2003-09-08 00:00:00.000,1976-07-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
7947,4,2004-03-15 00:00:00.000,1977-03-12 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
8008,1.7,2004-07-10 00:00:00.000,1974-04-14 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
8104,-4.99,2004-02-03 00:00:00.000,1978-10-03 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
8241,-2778.79,2001-12-02 00:00:00.000,1976-04-07 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
8213,97.94,2004-07-23 00:00:00.000,1976-02-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
8306,73.0718,2002-07-21 00:00:00.000,1977-02-06 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
9274,1104.97,2004-05-19 00:00:00.000,1977-10-28 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
9448,-480.575,2003-04-12 00:00:00.000,1975-06-25 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
10161,-31,2003-12-23 00:00:00.000,1975-01-16 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
10213,-2776.81,2002-05-18 00:00:00.000,1977-07-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
10767,-58.51,2003-08-02 00:00:00.000,1975-09-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
11068,531,2003-08-19 00:00:00.000,1976-06-11 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
11122,27.7,2004-05-03 00:00:00.000,1977-06-07 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
11392,366.48,2003-03-01 00:00:00.000,1975-07-11 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
11644,16,2003-09-21 00:00:00.000,1975-11-19 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
11817,-21.98,2004-01-01 00:00:00.000,1975-10-14 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
12347,12.99,2003-09-12 00:00:00.000,1975-06-22 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
12553,-0.01,2004-01-31 00:00:00.000,1975-01-25 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
12917,531,2004-04-08 00:00:00.000,1973-11-13 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
13285,337.5,2003-05-31 00:00:00.000,1976-05-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
13146,3075.33,2002-01-19 00:00:00.000,1976-02-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
13592,551.9775,2003-02-27 00:00:00.000,1976-09-09 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
13941,-21.49,2004-04-30 00:00:00.000,1977-08-23 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
13241,59.48,2003-10-01 00:00:00.000,1974-09-10 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
14310,2505.9425,2003-05-30 00:00:00.000,1976-05-19 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
14474,-1228.8,2001-12-28 00:00:00.000,1974-08-06 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
14499,1108.47,2003-10-10 00:00:00.000,1976-07-07 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
14847,24.68,2003-09-19 00:00:00.000,1979-01-08 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
14983,-2778.79,2001-12-14 00:00:00.000,1977-03-11 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
15229,-50,2003-10-09 00:00:00.000,1979-06-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
15871,1085.5,2003-03-11 00:00:00.000,1974-06-25 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
15934,23.19,2003-12-17 00:00:00.000,1975-09-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
16036,-9.51,2004-05-18 00:00:00.000,1977-03-09 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
16760,2349.08,2003-09-29 00:00:00.000,1975-09-02 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
17078,-24,2004-05-13 00:00:00.000,1975-12-19 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
17236,1001.8936,2002-03-26 00:00:00.000,1973-09-03 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
17026,518.98,2004-01-18 00:00:00.000,1973-04-09 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
17680,-2443.35,2003-04-08 00:00:00.000,1975-06-25 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
17998,-4.99,2004-06-05 00:00:00.000,1976-08-10 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
18073,-21.49,2003-12-07 00:00:00.000,1974-06-04 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
18282,19.2,2003-11-02 00:00:00.000,1977-11-19 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
18284,-30,2004-06-05 00:00:00.000,1977-09-27 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
18443,-34.99,2004-01-11 00:00:00.000,1977-04-13 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
18351,-104.77,2004-07-31 00:00:00.000,1974-02-07 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
19129,490.47,2004-05-03 00:00:00.000,1976-06-01 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
19158,-49.99,2003-11-12 00:00:00.000,1977-12-17 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
19221,505,2003-12-10 00:00:00.000,1976-03-10 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
19262,-24,2003-09-18 00:00:00.000,1977-11-22 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
19404,-2991.3,2002-06-02 00:00:00.000,1976-01-26 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
20085,719.4975,2002-08-20 00:00:00.000,1977-09-23 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
20172,-2808.78,2001-12-27 00:00:00.000,1975-08-10 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
20313,-13.01,2003-10-03 00:00:00.000,1975-10-12 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
20367,2425.9475,2003-06-07 00:00:00.000,1973-12-11 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",False,1
1714,-41.01,2004-07-19 00:00:00.000,1976-04-26 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
1767,563.18,2004-06-02 00:00:00.000,1976-05-14 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
2567,-24.99,2004-02-20 00:00:00.000,1975-04-05 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
2411,19.2,2004-07-05 00:00:00.000,1977-07-10 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
2762,-28.99,2004-03-16 00:00:00.000,1974-11-08 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
2768,2.7,2003-10-14 00:00:00.000,1979-10-16 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
3410,3.98,2004-01-27 00:00:00.000,1977-07-13 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
3330,1741.9875,2003-06-11 00:00:00.000,1973-04-13 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
4321,19.2,2004-05-28 00:00:00.000,1974-03-19 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
4599,-8.99,2003-12-15 00:00:00.000,1975-01-24 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
4911,61,2003-08-22 00:00:00.000,1974-02-18 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
5036,17.5,2004-06-21 00:00:00.000,1975-02-13 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
5107,26.69,2003-11-21 00:00:00.000,1973-07-06 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
5301,-48.52,2003-08-16 00:00:00.000,1974-03-16 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
5585,-151.72,2004-05-03 00:00:00.000,1977-07-05 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
5380,404.77,2004-04-20 00:00:00.000,1973-05-15 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
6159,-53.99,2003-11-18 00:00:00.000,1973-09-25 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
7230,1179.86,2003-08-20 00:00:00.000,1977-05-02 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
7416,-4.02,2004-05-15 00:00:00.000,1974-11-14 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
7661,-4,2003-10-06 00:00:00.000,1974-11-12 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
8172,729.535,2002-07-29 00:00:00.000,1973-01-20 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
8185,2283.97,2001-07-22 00:00:00.000,1977-08-21 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
8325,-25.01,2004-02-27 00:00:00.000,1977-12-18 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
8166,4714.0518,2002-07-06 00:00:00.000,1977-06-03 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
8793,8,2003-09-28 00:00:00.000,1974-08-17 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
8382,-6.01,2003-10-18 00:00:00.000,1975-11-19 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
8866,-8.99,2004-01-25 00:00:00.000,1977-06-03 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
9557,518.98,2004-05-04 00:00:00.000,1977-09-21 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
9678,476.49,2004-05-23 00:00:00.000,1977-06-09 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
9965,-11.01,2004-02-23 00:00:00.000,1977-09-25 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
10097,32.69,2004-07-28 00:00:00.000,1976-06-08 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
10175,-41.01,2003-11-14 00:00:00.000,1976-08-13 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
10813,23.19,2004-03-04 00:00:00.000,1975-12-01 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
11254,19.98,2004-03-07 00:00:00.000,1977-07-05 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
11561,-10.01,2004-05-15 00:00:00.000,1976-08-13 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
12108,-46,2004-04-22 00:00:00.000,1977-11-02 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
12580,19.2,2003-12-23 00:00:00.000,1974-08-25 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
12784,30.99,2004-06-20 00:00:00.000,1975-03-17 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
13383,-2049.0964,2003-02-03 00:00:00.000,1977-09-25 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
13637,61,2003-10-28 00:00:00.000,1974-10-10 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
13391,733.36,2003-12-15 00:00:00.000,1976-02-02 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
15189,19.2,2004-04-26 00:00:00.000,1974-10-08 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
15477,1.7,2003-09-29 00:00:00.000,1975-02-17 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
15902,17.5,2004-03-20 00:00:00.000,1974-06-14 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
16014,-4.99,2003-10-23 00:00:00.000,1977-07-01 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
16274,-5.01,2003-12-31 00:00:00.000,1974-07-25 00:00:00.000,"S","25001-50000","F",0,0,"Partial College","Clerical",True,1
17889,16.97,2004-05-20 00:00:00.000,1977-07-17 00:00:00.000,"S","25001-50000","M",0,0,"Partial College","Clerical",True,1
